Date,Average Download Speed (mbps), Average Upload (mbps),Average Ping (ms),Download rep 1,Download rep 2,Download rep 3,Upload rep 1,Upload rep 2,Upload rep 3,Ping rep 1,Ping rep 2,Pring rep 3
1/14/21,722.6666667,33.9,22,714,752,702,33,34.3,34.4,21,22,23
